,Date,Sign,Text
8782,5 october 2016,libra,"If there have been any unresolved issues with a spouse, family member, landlord, roommate or even an ex, you would be advised to take care of them as best you can today. The Sun in Libra is trying to put you in the driver’s seat so that you can maintain some degree of control. Pluto, however, will be acting up later in the week, meaning that someone will be acting out, trying to manipulate matters or become downright dictatorial. Start maneuvering now!

"
8783,6 october 2016,libra,"Don’t kid yourself. That’s the message from the cosmos as Jupiter’s optimism may cloud your vision today and tomorrow. Whether it’s about love, your kids, the house, your ex—keep it real. Someone may be trying to push your buttons or push you to follow a certain course of action. Rely on rational thought more than emotion to make the right decisions.

"
8784,7 october 2016,libra,"If you enjoy being a doormat, then you’re gonna love the tense Sun-Pluto square today. Someone may be critical or dismissive of your feelings. A family member especially could act out, sticking their nose in your private business. But since most of you aren’t willing to be run over by anyone, here’s the good news: intelligent, quick thinking Mercury enters Libra today, your house of self-esteem. It’s time to stick up for yourself and present your ideas to people who count.

"
8785,8 october 2016,libra,"If there have been issues at home or with family members, today’s aspects bring some helpful, healing energy. Emotions could  bubble up, to be sure, as the passionate Moon connects with assertive Mars and subterranean Pluto. But try to work things out, as inspirational Neptune is interested in seeing that you lead a happy, stress-free life at home.

"
8786,9 october 2016,libra,"Streamlining your routines at home and work can have a big payoff. Right now Venus is cruising through your second house, which not only governs habits and scheduling but also earning power. And  Venus is one of two planets that brings profits your way. Take the time to create new protocols–they could be money in the bank.

"
8787,10 october 2016,libra,"A burst of creative energy could come your way as the Moon in the most innovative part of your chart forms a terrific angle with Jupiter and Mercury. Whether you’re a stay-at-home mom or work in a field that you may feel is not “artistic”, this planetary aspect is super for polishing up your skills–helping your kids with their homework, becoming a better speaker in meetings, or coming up with fresh solutions no one has thought of before.

"
8788,11 october 2016,libra,"Go out tonight and wish upon a star! Wish on two “stars” actually—Mercury and Jupiter, glittering like stars right next to each other in the heavens. These two optimistic, generous planets meet in your sign, a good omen as it will open your mind to possibilities that you may not have considered before. But under current planetary influences it appears that people in your circle may not be over the moon with your new plans and bright ideas. Should you soldier on without them? Maybe. Next week’s full moon in Aries will help you make that decision.

"
8789,12 october 2016,libra,"Say what you mean and mean what you say. Putting your foot down may be necessary over the next week as family members, lovers and work colleagues may try to push their own agenda on you. With the Sun and Mercury in Libra you will be able to state your case with authority and eloquence. Whether others listen or not is another story!

"
8790,14 october 2016,libra,"Thinking about taking a class, either for fun or to increase your earning power? Today’s a good time to study the course offerings at a nearby or online school. With smart-as-a-whip Mercury in Libra forming a super aspect with disciplined Saturn, you have the chops to take a course and rock it.

"
8791,15 october 2016,libra,"Who’s running the show? I’m referring to your life! This may be in the forefront of your mind as recent planetary aspects have made people around you on the demanding side. It’s all well and good to be kind to others and help them out, but if your generosity of spirit is unappreciated or being taken for granted it may be time to let them know that the party is over. And you’ll have that opportunity in the days ahead, as tomorrow’s full moon will shake things up.

"
8792,16 october 2016,libra,"It’s your needs versus a partner’s as a full moon takes place in your house of commitment. Rebellious Uranus is active, possibly stirring up your desire for some independence. This doesn’t necessarily mean that you’ll split up. But chances are you’ll ask for space, demand that more needs of yours are being met or expect the other party to pull their own weight.

"
8793,17 october 2016,libra,"The energy of yesterday’s full moon is still in play, which means that you should get down to the nitty gritty when it comes to your closest relationships. A helpful aspect between the emotional Moon and subterranean Pluto will permit you to hold some meaningful discussions in the days ahead. As both of these are in houses that deal with your sense of security, it’s wise to make progress right now.

"
8794,18 october 2016,libra,"The planets are creating a bit of a conundrum for you. How focused should you be on your own goals, desires and needs? And how much should you be enabling, caring for or putting up with other people? Sweet talking Venus enters your candid third house of communication today for a three-week stay. If in doubt, talk it out.

"
8795,19 october 2016,libra,"Maintaining emotional equilibrium is important to most people. After all, there are entire industries dedicated to it: psychotherapy, counseling, the New Age stuff and all those self-improvement books and courses. Strong forces in the cosmos could be dredging up old emotions and dramas as Mars and Pluto meet in the heavens. This could be difficult as it may make you feel off balance, but it’s actually designed to help you step into your own power. If you need help, seek it. Otherwise, get rid of past demons on your own. With so much positive planetary activity going on in your sign, the forecast for the future is happy with a good deal of contentment.

"
8796,20 october 2016,libra,"My way or the highway? This theme may have come up last Sunday with the Aries full moon. And now it’s ba-a-a-a-ck! You may be craving independence from the demands of others, whether it’s your boss, family, friends or other commitments. Someone may be trying to push you into following their agenda, which ain’t gonna fly. Not with all of the planets in your first house of self-esteem telling you to stick up for yourself!

"
8797,21 october 2016,libra,"With the emotional Moon in your house of authority, you may feel today that you’ve lost control of a situation, or that there are too many outside circumstances influencing your life. The full moon in Aries last Sunday may have brought up issues concerning your closest relationships, for starters. With the Sun just about ready to enter your structured second house, you’ll be able to regain control, but you may have to create new habits and routines in order to feel more secure.

"
8798,22 october 2016,libra,"This is one of the best times in 2016 to score more dinero, Scorpio! The mighty Sun has just entered Scorpio, your house of earned income and savings. Intelligent Mercury, planet of negotiation and brainstorming, joins El Sol on Monday, and there’s a sparkling new moon here on the 30th. So start making plans, whether you decide to look for a new job, climb the ladder where you are now or to develop your own company’s revenues. Creating a workable budget is also suggested in the weeks ahead, along with a more defined savings plan.

"
8799,23 october 2016,libra,"With the two most inspirational planets, Jupiter and Neptune, in your house of fitness and health in a good angle, you should be feeling optimistic about your future vitality and body tone. But you may need to adjust something—your diet, medication, or workout regimen under the current planetary aspects. Whether you need to push harder or maybe slow down a bit is your decision to make. Listen to your body; it won’t steer you wrong.

"
8800,24 october 2016,libra,"Interested in earning more money? Who isn’t? You’re in luck, Libra, as intelligent Mercury, planet of negotiation enters your second house of income and savings today.  Get your feelers out there. Ask for the order, the raise, the responsibility, or the job. Brainstorm ways to earn more. What many folks don’t know is that Venus is one of two planets that govern profitability, so now is an awesome time to make progress on the financial front.

"
8801,25 october 2016,libra,"Are you walking the walk and talking the talk? For that matter, are the people around you doing the same? A difficult aspect between Neptune and Venus warns that it’s imperative to follow through on promises, whether at work, at home or just getting your chores done. Since you can’t control what other people do, focus on your own actions and deeds. Be impeccable.

"
8802,26 october 2016,libra,"With abundant Jupiter finally in your first house of self-esteem after a 12-year hiatus, feeling good in your own mind, and looking good in the eyes of others, should be a lot easier. And a happy angle between Venus and Jupiter today allows you to shine. Reach out to others, self-promote, and and even consider taking a class under this aspect.

"
8803,27 october 2016,libra,"Money talks! And that’s what you should be doing today—talking about making (or saving) mo’ money. A brilliant conjunction between the Sun and intelligent Mercury in your income sector is prodding you to hunt down more of the green stuff—and then bank it. Ask for a raise, look for another job, review your budget, cut expenses, shop for better yields on investments, or start a business. You’ll have the ambition and the smarts to make it happen under this aspect.

"
8804,28 october 2016,libra,"Tired of being the good old dependable you? It’s not your lot in life to be available to everyone 24/7, Libra. A spunky meeting between the Moon and Jupiter in your sign could light a fire under you to do your own thing just this once. With Mars in your house of domesticity and family affairs you may feel obliged to be the responsible person who needs to get things done, but for heaven’s sake—take a break already!

"
8805,29 october 2016,libra,"What you say and how you say it are of critical importance with a standoff between the two most combustible planets in the solar system, Mars and Uranus. However, this doesn’t mean that you should sit there in silence and not express your opinion. Indeed, with stern Saturn on the scene it would be wise to lay down some rules and boundaries at home and in relationships, be they personal or business. Gentle Venus will help you get your point across with diplomacy.

"
8806,30 october 2016,libra,"Every year each sign enjoys a new moon in their income sector, and your’s is today. Since this is the best time to plant new “seeds”, in a manner of speaking, it’s wise to do whatever you can in the weeks ahead to boost your income and increase your savings. What makes this year’s new moon different from past ones, however, is that lucky Venus is only two fortunate degrees away from La Luna. Venus governs profits, and inspirational Neptune also happens to be in a winning angle. Money-making ideas should flow–pay attention!

"
8807,31 october 2016,libra,"Take your time when it comes to considering a proposal, idea, contract or partnership; don’t feel rushed into making a decision. That’s because serious Saturn is involved, indicating that decisions you make today will have a big effect for a long time to come. Yesterday’s new moon may be making you long for security or a routine, but make sure that you’re heading in the right direction first.

"
8808,1 november 2016,libra,"Your prospects for earning (and therefore saving) more money are rising, Libra, and you may understand that better today. A helpful Sun-Neptune angle clears up past questions and confusion about which direction to head in with your career, a problem at the office or how to pitch to a prospective client. In order to think and act more creatively in the future you may need to hire new staff, add a better service provider or change your methods. Do so and witness more green in the months ahead.

"
8809,2 november 2016,libra,"Hey there, butterfly. Don’t you think it’s time to be more social? With the Moon swinging past Venus in your communication sector, you should be reaching out to people and making plans. Yes, duty calls, thanks to hosting the Sun in your house of making money and getting things done. But you need some face time with people who aren’t co-workers or other moms. Try to make some new friends as Saturn’s presence indicates that they could be in your life for years to come.

"
8810,3 november 2016,libra,"Your home environment has been a big focus of the cosmos lately and you would be wise to pay attention. Take charge of domestic matters and dramas before they get out of hand, a good possibility around Thanksgiving. No one wants problems at holiday time, and with commanding Pluto in your house of family you can and should take control. But this doesn’t mean that you have to clobber people over the head. Smooth talking Venus enters this sector on the 9th, enabling you to smooth ruffled feathers with ease.

"
8811,4 november 2016,libra,"With smart little Mercury in your house of routines and security, you should be yearning for consistency and shared responsibility when it comes to the people you deal with on a regular basis. But are they coming from the same place? The only way to find out is to talk things over with them. Don’t play mind reader and make assumptions.

"
8812,5 november 2016,libra,"Time to balance the budget? Take a good long look at your finances today to make sure that you’re on the right track when it comes to saving and spending. This is especially true if you share your finances with a partner or are self-employed. The cosmos is suggesting that you or a partner may be feeling impulsive about spending, which needs to be addressed before it gets out of hand.

"
8813,6 november 2016,libra,"A topic may come up quite suddenly between you and someone close, something that you weren’t expecting to discuss today. This is good news, however, as Venus is involved and wants to smooth the path ahead. Whatever you do, don’t hold back your ideas, feelings or emotions. In the weeks ahead you’ll be able to share your thoughts with many others and make progress along the way.

"
8814,7 november 2016,libra,"Wrap up matters that have to deal with your home base before Wednesday, when Mars moves on to a much lighter place. If family members have been difficult to deal with, remind them who’s the boss today. Routines, rules and boundaries need to be respected. You should be able to get the message across with confidence, and make sure you hold them to it.

"
8815,8 november 2016,libra,"You certainly will be interested in having fun in the weeks ahead, but the cosmos warns that you need to start saving more money. This is especially true when it comes to spending on luxury items that you don’t need right now or the latest fad for the kids. Next week’s full moon in Taurus will make it clear that mindless spending has to come to an end. Over the next six months make a commitment to only buy essentials.

"
8816,9 november 2016,libra,"It’s time to focus on the sweeter side of life, Libra! Romantic evenings out, spending time on hobbies, playing with your kids, trying new restaurants and going to cultural venues all count. So does jazzing up your looks—and your home decor—with chic new accoutrements. Mars has just entered your frisky fifth house of love, glamour and creativity. Artistic Libras can make big progress with their skill level and self-promotion, especially after Mercury enters your communication sector on Saturday. Strut your stuff!

"
8817,10 november 2016,libra,"It may sound counterintuitive that you need to do more planning when it comes to enjoying life, as most people view relaxing as something that should just “flow”. But t seems that you may have gotten into an “entertainment rut”, doing the same old thing over and over again. It’s a big world out there, Libra, with a plethora of sports, hobbies and cultural activities to partake in. A Moon-Neptune meet-up tells you to research your weekend plans in advance and to try a few new things.

"
8818,11 november 2016,libra,"Start trawling the design and lifestyle blogs, Libra! Now that Venus is in your domestic sector it’s time to turn your place into a comfortable haven. Indeed, Mars just entered your creativity zone a few days ago, so start experimenting with new recipes, do it yourself projects and decorating around the house. Keep an eye on expenses, though, as next week’s full moon is all about building your savings and investments.

"
8819,12 november 2016,libra,"This is no time to suffer in silence! Now that candid Mercury has moved into the relating part of your chart it’s imperative to let others know what’s going on in your mind. Not only that, be bold. That person you’ve been crushing on? Ask them out. Ask for the order, the business deal, the commitment. You don’t ask, you don’t get.

"
8820,13 november 2016,libra,"Say what you mean, and mean what you say. A strong Jupiter-Saturn connection will help you get your point across. Not only that, any boundaries or rules that you establish with others will hold. They may have to find out the hard way that you mean business.

"
8821,14 november 2016,libra,"Your financial future reaches a major turning point today, thanks to a megawatt full moon in Taurus. While it’s possible that a windfall could come your way–or a court award, overdue child support, stock dividend–it’s more likely that you will be the driving force behind increasing your net worth. Now is an excellent time to consider becoming a business owner or entering into a joint venture of some kind. Your creativity should be through the roof due to Mars’s influence, but you may have to overcome nervous feelings of stretching past your comfort zone.
 

"
8822,15 november 2016,libra,"With so much planetary activity pushing your skills to the fore and encouraging you to express your innovative ideas, you really can’t go wrong, Libra! The only issue is that Neptune is retrograde in your house of blue sky thinking, perhaps making you unsure about whether some of your plans are actually do-able. They are, something you’ll discover when Neptune goes direct this Saturday.

"
8823,16 november 2016,libra,"La Luna is encouraging you to live outside of your usual comfort zone, but the Sun is demanding fiscal responsibility along with emotional maturity. But that’s OK—you can pull this off! Simply decide to take a small risk, something that doesn’t put you in the hole financially. You may be surprised to discover that a pal or lover wants to be your “partner in crime”, in a manner of speaking. You only live once.

"
8824,18 november 2016,libra,"Feel like being a doormat? Want to do all the grunt work while others around you slack off? If the answer to these questions is “yes” then get ready to be taken advantage of. But if the answer is “no” then you need to be wary today of people who are more than willing to dump their responsibilities on you. You may need to draw a line in the sand, but so be it. Once the Sun changes signs next week you’ll have no problem telling people where to stick it.

"
8825,19 november 2016,libra,"You may feel that your BS meter has been operating non-stop, especially when it comes to dealing with people at the office. Uncertain customers, wishy washy bosses, snarky colleagues and loads of red tape may have made the past five months difficult to wade through. Happily, that ends today as Neptune goes direct. When the Sun changes signs next week you’ll be in a much better position to ask for what you want and actually get it.

"
8826,20 november 2016,libra,"You’ve been working hard, Libra, considering that the Sun has spent the past four weeks in your earnings sector. But it’s scheduled to leave tomorrow, heading for a much more social place. Why not kick back today with a lover or some pals and go off the grid for a few hours? Spontaneous Uranus encourages you to spend some quality time with the people you like the best.

"
8827,21 november 2016,libra,"You have some big decisions to make and now is an excellent time to reach out to others for advice. With the Sun now in your communication sector, you can connect with mentors, coaches, friends, or loved ones for their input. But don’t forget that one of the wisest voices is your own. With optimistic Jupiter in Libra, and serious Saturn in your smart thinking zone, you can figure a lot out on your own.

"
8828,22 november 2016,libra,"Exciting new projects of all kinds can start to present themselves to you, so get ready to dig in and tackle them. You’ll have the energy and the smarts to do so, and some of them could bring long term benefits. With optimistic Jupiter in Libra for the first time in over a decade, you’ll also have the inspiration to go for it. Today is stellar for making progress. The key is to just focus on what you want to do, and not pay attention to the opinions of others.

"
8829,24 november 2016,libra,"Family is the tie that binds, and you may feel that strongly today. Jupiter is in your house of goals and self-esteem, encouraging you to do your own thing, to follow a path designed by you—not your parents, not even your spouse or kids. This doesn’t mean that you’re going to run away from home, but that you may need some space in which to pursue your own passion projects. Problem is, those closest to you may not want you to spread your wings and fly. You’ll be able to discuss this with them at next week’s new moon.

"
8830,25 november 2016,libra,"With next week’s new moon in the most congenial part of your chart you’re about to enter a highly social phase. The problem is that everyone is going to want a piece of you. So how to keep them all happy? You may need to let certain people know that you’re not available 24/7. This may not be easy, considering that Jupiter is making you so optimistic that you think you can juggle it all, but the reality is that you can’t!

"
8831,26 november 2016,libra,"Say what you mean and mean what you say. A serious meeting between talkative Mercury and sober Saturn indicates that your words, be they verbal or written, are powerful right now. Not only that, the things you set in motion can carry forward for years. As a result, this is an excellent time to interview for a job, discuss marriage plans, negotiate a business deal, or start writing a novel. Likewise, if you’ve been holding back your opinions or ideas, now’s the time to let others know how you feel.

"
8832,27 november 2016,libra,"With Tuesday’s new moon coming in your house of candid conversations, it’s time to speak your mind. This is especially true when it comes to matters involving a lover, your kids and money–or a combination of them. Don’t let the demands of other people break your bank or your heart. With serious Saturn in a good angle, you mean business.

"
8833,28 november 2016,libra,"Excellent week to work on written projects, or anything that is a form of self-expression: your art portfolio, film reel, blog, manuscript, thesis, marketing plan or Powerpoint demonstration. With abundant Jupiter in your house of self-image, the work you produce will only enhance your message–and your prestige.

"
8834,29 november 2016,libra,"It’s time to clear the air with the people in your world, and a terrific new moon today in your communications sector allows you to speak candidly. Other planets like Jupiter and Mars are in a great spot, encouraging you to work things out with kids, lovers, and parents in particular. Saturn supports the moon, a good omen as it will allow you to speak your piece with a certain seriousness that others will respect. Oh, and you single people? Go shout it from the mountain that you’re looking for love. With Mars in your house of romance, the stage is set for meeting someone new.

"
8835,30 november 2016,libra,"By all means, aim to be direct today in all of your conversations or anything you put in writing. There’s no room for suffering in silence or playing the passive-aggressive game. Nor should you be beating others over the head like a dictator! That’s because murky Neptune may urge you to cloak your words, act wishy washy or suck it up. Sorry—the Sun will have none of that, thank you. Tell it like it is.

"
8836,1 december 2016,libra,"Take a bow, Libra! The planets are putting you in center stage today. This is a perfect time to dazzle others with your brilliance, whether it’s potential lovers, a prospective boss, your clients or the world via social media and internet presence. With dynamic Mars in the part of your chart that governs creativity and your talents, it’s time to pay attention to your brainstorms and act upon them.

"
8837,2 december 2016,libra,"“Be it ever so humble, there’s no place like home” and that saying applies to you, Libra. Your family and home environment will become quite important in the weeks ahead as Mercury has just entered this part of your chart. Make every effort to turn your place into a peaceful sanctuary, whether that means cleaning and decorating, or defusing family arguments and tensions. Mercury will retrograde here on the 19th, and you definitely do not want to bring drama and old problems with you into Christmas or the new year.

"
8838,3 december 2016,libra,"Think it, say it, do it! The planets are lining up to give you the smarts and the motivation to come up with creative plans and then run with them. Communication is the key, as you’ll need to get advice, approval and inspiration from people you trust. This is also an excellent time for self-promotion, and that includes letting admirers know that you’re on the market.

"
8839,4 december 2016,libra,"Hey there Libra, do you feel like sharing some of that charisma you’re oozing these days? With zesty Mars in your house of talent and razzle-dazzle, you’re the person to watch. And today it gets even better with a Moon-Mars-Jupiter connection. This is the perfect time to impress, flirt, connect with or persuade others.

"
8840,5 december 2016,libra,"Albert Einstein famously said, “Once you stop learning, you start dying.” Don’t worry, Libra–you’re not checking out anytime soon. But the planets are  telling you to up your knowledge quotient. Look into night classes, weekend seminars, or podcasts to polish up your skills or just for the sheer joy of absorbing more information. With Venus just about ready to enter your house of creativity, the things you learn could take your life to a much more enjoyable level.

"
8841,6 december 2016,libra,"You need to get things done, and with dynamic Mars in your house of creativity and expression you should have no trouble in showcasing your skills. So much so that you may attract the attention of others, who may want to partner with you in some kind of a joint venture. Should you accept their offer? The planets suggest that you do, as a magnificent aspect on the 12th indicates that a shared vision can go very far.

"
8842,7 december 2016,libra,"Romantic Venus glides into your fifth house of love today, which is a match made in heaven. Over the next few weeks you could meet someone new or fall even more deeply in love with an existing amour. It shouldn’t come as a surprise that the fifth house also governs fun and relaxation, so despite the holiday stress you should be carving out some down time. Cultural pursuits are especially favored, such as viewing a museum exhibition, attending a concert, trying a new cuisine or taking up oil painting. Life is too short to always be worrying and working.

"
8843,9 december 2016,libra,"I want, I want! If that’s been your battle cry over the past few months, blame it on abundant Jupiter in Libra. This isn’t about greed; rather, it’s all about living a life that you  create. And with a super aspect today between the Sun and Jupiter, you should be vocal about what it is that you desire. Reach out to the people who can help make it happen. With the Sun in one of the most social parts of your chart you should be networking like mad.

"
8844,10 december 2016,libra,"If you have something important to say, then by all means say it. A serious meeting between the Sun and Saturn indicates that it’s time to express yourself. “Expression” could mean letting others know that you aren’t going to take their nonsense anymore. It could also mean running for political office because you have something to say about the way your town is being run. It could mean penning a novel or setting aside an hour a day to work on your illustration skills. With Saturn involved, whatever you work on can really go the distance.

"
8845,11 december 2016,libra,"Why waste time explaining yourself? Trying to prove to your friends and family that you feel or think a certain way is fruitless, Libra. Sometimes you just gotta show them what you’re all about through your actions. Next week’s full moon is pushing you to color outside the lines, and the people closest to you may be resisting the bold new you.

"
8846,12 december 2016,libra,"Tomorrow’s full moon could put you and your talents on a much bigger (and brighter) stage. Are you ready for the spotlight? Teaming up with collaborators could be the best way to go right now. Don’t be surprised if someone asks to form an alliance. Just make sure that this is the right person before you jump in. With aggressive Mars going into your house of work assignments next week, you don’t want to be doing all of the heavy lifting.

"
8847,13 december 2016,libra,"Live free or die! That’s the state motto of New Hampshire, but it could be your battle cry over the next few days. Blame the spunky attitude on today’s full moon in Gemini which is casting your gaze on wide open places and blue skies. One thing’s for sure—you’re not going to want to be tied down, and that could include your closest relationships with people. If you have felt stifled in a romantic or business alliance, resistance may be building as you consider other options. With lusty Mars in your romance zone, you may want a love affair with lots of fun and little responsibility!

"
8848,14 december 2016,libra,"What’s on your mind shouldn’t necessarily be on your lips, Libra! Sometimes discretion really is the greater part of valor. Serious, sober Saturn in your house of the mind is helping you to think in a rational manner and plan things wisely. But that doesn’t mean that everyone else around you gets that. Keep your opinions to yourself until Saturday, a much better time to hold meaningful conversations with others.

"
8849,15 december 2016,libra,"Someone in your immediate environment may act out of sorts today, and it may catch you off guard. Try not to get emotional about it as you may immediately feel the need to use strong words in response. The ancient Taoist masters always used to say, “To control others requires force. Mastering yourself requires strength.” Keep that in mind as you focus more on keeping your own mindset calm and stable, rather than the words or actions of another.

"
8850,17 december 2016,libra,"Partnering with other people is a good idea right now. Why try tackling a project by yourself when it can be done more efficiently (and perhaps more creatively) with the help of others? It could be planning a party or a trip. Maybe you should join forces with people at the office who share the same mindset and work ethic. When energetic Mars enters Pisces on Monday, your work load is going to increase. Start sharing—and delegating.

"
8851,18 december 2016,libra,"Stop comparing yourself to other people, Libra! You’re fine the way you are. Life is not a contest to see who dies with the most toys or the best Instagram account. If you find yourself wishing for things today that are currently beyond your reach, remember that the most abundant planet in the solar system–Jupiter–will be blessing you into October of 2017.

"
8852,19 december 2016,libra,"Who needs to wait til New Year’s Eve to start a diet and fitness program? If you want to get going now, the planets are in your favor. The same holds true for ridding yourself of nagging health problems. That’s because determined Mars moves into your sixth house of wellness today, its first visit here in a few years. With Mercury retrograding in your house of comfort, make sure that you don’t push yourself too hard, too fast.

"
8853,20 december 2016,libra,"With Mercury retrograde don’t be surprised if certain people or situations make you feel uncomfortable. You’re in quite the “can do” mode right now, so if you sense that someone is slacking or is throwing up roadblocks in a passive-aggressive way, you’re probably right. Don’t sweat it. Charge forward without them if need be. Pretty soon you’ll feel on top of things to the point where you won’t even notice them.

"
8854,21 december 2016,libra,"Right now the cosmos is creating a tug of war between your home life and work responsibilities. Which one will win? From the looks of it, your family and home will rule between now and New Year’s. The mighty Sun enters your domestic zone today, asking you to create more quality time for loved ones—and a bit more organization at home too! If you’re the one who’s doing all the grunt work by yourself, it’s time to delegate tasks. The 27th and 28th are perfect for laying down the law.

"
8855,22 december 2016,libra,"You could become quite moody or confused about the direction a romantic relationship is taking, a feeling that may increase in the week ahead. A partner could be acting erratically, sending mixed signals. Whether you can handle their drama or you’re pretty much done with it will be determined around the time of the new moon on the 29th.

"
8856,23 december 2016,libra,"You may realize that one of the best ways to lower your stress level is to become more organized, and with the emotional Moon in a good angle to Mars this may become a 2017 resolution. Examine your habits and routines today for weaknesses. By Monday the 26th you’ll be ready to start pulling things together. The entire week between Christmas and New Year’s is full of positive aspects for streamlining your life.

"
8857,24 december 2016,libra,"It’s a smart move to network over the next few days as you never know who might be able to help you–in work, love or in introducing you to new friends and neighbors. With lucky Jupiter in your sign you’re sure to make a good impression, so don’t be shy. Someone may suggest a business alliance in the near future, and this could pick up speed after the 29th.

"
8858,25 december 2016,libra,"An exchange of ideas is in the air, so get out there and mingle with as many people as possible. This could be a creative venture, a new friendship or a love relationship. With magnetic Venus in fine form today you’re looking like the cat’s pajamas. With lucky Jupiter in your sign you’re becoming more self-assured–and it shows.

"
8859,26 december 2016,libra,"As optimistic as you may be about the future, you may be concerned about the direction a romance has been taking. You’re needing more freedom these days as you’re getting in touch with your true nature, thanks to abundant Jupiter in your sign. While this doesn’t mean that you’re going to split up, it can mean that you need to work out how you can pursue your own interests and ambitions within the confines of a relationship.

"
8860,27 december 2016,libra,"Sometimes simplicity is best, and the cosmos asks you to consider “feng shui-ing” your life. With motivator Mars and inspirational Neptune both in your house of simplifying and organizing, it’s time to declutter your house, office and mind. When the clutter goes away, so will a lot of stress.

"
8861,28 december 2016,libra,"If you’ve been wondering about the best way to handle a drama or issue with someone close, the next few days will provide you with some clarity. The good thing is that a practical solution will emerge, one that you’ll know in your heart is the right one. Whether the people around you agree or not is another issue, but they’ve been getting away with difficult behavior for far too long.

"
8862,29 december 2016,libra,"Relationships may have been up and down over the past few months, and you may have been unsure as to which steps to take. Well, the confusion and waiting are over as rebellious Uranus resumes direct motion. You’ll definitely be craving more security and comfort thanks to the new moon in Capricorn, so start taking the necessary steps to remedy any problems. The best part is that you’ll be in a practical, no-nonsense mood–no rose colored glasses this time.

"
8863,30 december 2016,libra,"Opening up your heart and being more vulnerable could be the ticket to greater peace of mind today with a happy meeting between the Sun and Neptune. You’ve been doing a lot for other people lately–now it’s time to let others know that you need some tender loving care also.

"
8864,31 december 2016,libra,"Got some bright ideas? It wouldn’t be surprising, not with intelligent Saturn firing up your house of thinking and self-expression. The good thing is that Saturn is all about practicality, so you can keep things real. Optimistic Jupiter is also in your corner telling you to take a chance. What a great way to roll into 2017!

"
8865,1 january 2017,scorpio,"Still hanging on to that piece of mistletoe? If not, go out and grab some because a highly romantic aspect takes place today in your house of love. Singles, Mars will light a fire in your heart to find someone in 2017. The red planet meets up with Neptune today, so all Scorpios will  be affected positively. A pregnancy could occur over the next four weeks too as Venus glides into this part of your chart on Tuesday.

"
8866,2 january 2017,scorpio,"You’re only as good as your skill set, Scorpio, and the cosmos is pushing you to polish up yours. Whether it’s being a more convincing sales rep, a more creative graphic artist or a more eloquent speaker, developing more talent is the way to go right now. With so much planetary activity in Pisces over the next few weeks, this is your best time in 2017 to learn more so that you can earn more.

"
8867,3 january 2017,scorpio,"Yum! Romantic Venus joins lusty Mars and amorous Neptune in your house of love today, setting off plenty of sparks. Attached Scorpios should be planning some luxe (even decadent) date nights with their beau or belle. Singles, the next four weeks rock for meeting a lover who’s perhaps more interesting than some of the characters you’ve been involved with in the past! Just don’t get swept off your feet too quickly, a possibility under these aspects.

"
8868,4 january 2017,scorpio,"You’re ready for some big  changes in 2017 and the upcoming full moon on the 12th is the perfect time to launch new initiatives, whether they’re personal or business related. But you might want to spend the next week focusing on making more money as Mercury retrogrades into your income sector today. If you started a job search before the holidays, reconnect with people and companies you contacted before then. Throw yourself into developing new products, services and prospecting plans. It’s also a smart move to review your budget at home and at the office—and plug the leaks!

"
8869,5 january 2017,scorpio,"If you’ve been a little slow getting out of the starting gate so far in 2017, don’t sweat it. Mercury is retrograde in the sector that deals with habits and routines, so now is a good time to come up with some smarter ones that will serve you well. Besides, the passionate Moon meets up with energetic Uranus today, lighting a fire under your tush to get moving. As physicist Isaac Newton so correctly stated, “An object at rest will remain at rest until a force sets it in motion.” May the force be with you, Scorpio. You’ll develop even more momentum after Mercury goes direct on Sunday.

"
8870,7 january 2017,scorpio,"Your passion toward your work can speak volumes today, Scorpio! Reach out to clients, colleagues and employees as you’ll be persuasive and confident. And as we all know, confidence is charismatic. Not feeling the love toward your job? Then it’s high time that you did. When Mercury goes direct on Sunday you’ll be able to pursue a career option that will be more in tune with who you really are.

"
8871,8 january 2017,scorpio,"Financial affairs can spring forward now that Mercury has gone direct in your house of income, savings and budgeting. This is a great time to reconnect with prospective clients you were trying to close or a potential new boss who might have been talking to you about a job. It’s a smart move also to examine your budget, both at home or in business, and plug and leaks. Things could really gain momentum at the time of Thursday’s full moon, so have all your ducks in a row.

"
8872,9 january 2017,scorpio,"Your heart and your head may be at odds today, making it difficult to see a situation for what it really is all about. The upcoming full moon on Thursday will help you step away from matters, almost as if you’re being lifted to a mountaintop so that you can see the bigger picture below you. Avoid the tendency to cling to old, outdated notions.

"
8873,10 january 2017,scorpio,"There’s usually no shortage of drama in an office setting as someone always has to be the Queen Bee or Mr. Know It All. Well, today and tomorrow they’ll be in full diva mode, to which you might say, “So what else is new?”  What’s new is a tense Sun-Uranus aspect that spells trouble if you decide to engage in conversation with these people, or via text and e-mail. Even people you think you can trust may have an agenda, so be on your guard.

"
8874,11 january 2017,scorpio,"You’re in an unusual situation, Scorpio, in that both your logical mind and intuition are both operating at warp speed. As a result you can make smart decisions and communicate beautifully. But that’s you,  though. The problem today is that others may not be as straightforward, rational or motivated as you are. The full moon in Cancer tomorrow will bring out the visionary in you, but you may have to work on those visions by yourself for awhile.

"
